item_num,ele1,description,fabrication_id,item_size,inventory_type,season,season_yr,prod_line,sbu_id,ats,avail_date,warehouse_id,inv_status,cc_sort,company,item_image,item_description_long,commodity,commodity_description,item_num_display,wholesale,msrp,landed_cost,compute_0025,latest_receipt_date,body_number,image_file_path,ele2,ele3,ele4,ele5,item_class,collection_group_code,description
LEMGAR,960,MULTI,,304  ,S,S ,2023,BUR ,CDL,700,01/01/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMGAR.JPG,LEMGAR 60X104 TABLECLOTH,TABLECLOTH,TABLECLOTH,LEMGAR-960-304,4.25,0,2.45,A,,MGAR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,IN/OUT    ,IN/OUT TC
LEMNLEAF,700,YELLOW,,326  ,S,S ,2023,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMNLEAF.JPG,SET OF 6 13X18 PLACEMATS WITH BELLY BAND,PLACEMATS,PLACEMATS,LEMNLEAF-700-326,0,0,2.59,A,12/1/2023 00:00:00,MNLE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,326, , , ,FG  ,STOCK     ,STOCK
LEMNLEAF,700,YELLOW,,326  ,S,S ,2023,TJX ,CDL,0,01/15/2024,AZ ,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMNLEAF.JPG,SET OF 6 13X18 PLACEMATS WITH BELLY BAND,PLACEMATS,PLACEMATS,LEMNLEAF-700-326,0,0,2.59,A,12/1/2023 00:00:00,MNLE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,326, , , ,FG  ,STOCK     ,STOCK
LEMNLEAF,700,YELLOW,,326  ,S,S ,2023,TJX ,CDL,240,12/09/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMNLEAF.JPG,SET OF 6 13X18 PLACEMATS WITH BELLY BAND,PLACEMATS,PLACEMATS,LEMNLEAF-700-326,0,0,2.59,A,12/1/2023 00:00:00,MNLE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,326, , , ,FG  ,STOCK     ,STOCK
LEMONGRV,700,YELLOW,,206  ,S,S ,2023,TJX ,CDL,4,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONGRV.JPG,LEMON GROVE 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,LEMONGRV-700-206,0,0,1.94369,A,11/1/2023 00:00:00,MONG,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,STOCK     ,STOCK
LEMONGRV,700,YELLOW,,211  ,S,S ,2023,TJX ,CDL,3636,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONGRV.JPG,LEMON GROVE 2PK 16X19 DISH DRYING MATTS,DRYMAT,DRY MAT,LEMONGRV-700-211,0,0,2.22686,A,11/1/2023 00:00:00,MONG,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,STOCK     ,STOCK
LEMONS,700,YELLOW,,315  ,S,S ,2023,TJX ,CDL,-320,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONS.JPG,16X90 TABLE RUNNER,PLACEMATS,PLACEMATS,LEMONS-700-315,0,0,2.74,A,,MONS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,315, , , ,FG  ,STOCK     ,STOCK
LEMONS,700,YELLOW,,317  ,S,S ,2023,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONS.JPG,SET OF 4 15INCH ROUND PLACEMATS,PLACEMATS,PLACEMATS,LEMONS-700-317,0,0,1.93,A,12/1/2023 00:00:00,MONS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,317, , , ,FG  ,STOCK     ,STOCK
LEMONS,700,YELLOW,,317  ,S,S ,2023,TJX ,CDL,0,01/15/2024,AZ ,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONS.JPG,SET OF 4 15INCH ROUND PLACEMATS,PLACEMATS,PLACEMATS,LEMONS-700-317,0,0,1.93,A,12/1/2023 00:00:00,MONS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,317, , , ,FG  ,STOCK     ,STOCK
LEMONS,700,YELLOW,,317  ,S,S ,2023,TJX ,CDL,240,12/09/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONS.JPG,SET OF 4 15INCH ROUND PLACEMATS,PLACEMATS,PLACEMATS,LEMONS-700-317,0,0,1.93,A,12/1/2023 00:00:00,MONS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,317, , , ,FG  ,STOCK     ,STOCK
LEMONS,700,YELLOW,,326  ,S,S ,2023,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONS.JPG,SET OF 6 13X18 PLACEMATS WITH BELLY BAND,PLACEMATS,PLACEMATS,LEMONS-700-326,0,0,2.59,A,12/1/2023 00:00:00,MONS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,326, , , ,FG  ,STOCK     ,STOCK
LEMONS,700,YELLOW,,326  ,S,S ,2023,TJX ,CDL,0,01/15/2024,AZ ,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONS.JPG,SET OF 6 13X18 PLACEMATS WITH BELLY BAND,PLACEMATS,PLACEMATS,LEMONS-700-326,0,0,2.59,A,12/1/2023 00:00:00,MONS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,326, , , ,FG  ,STOCK     ,STOCK
LEMONS,700,YELLOW,,326  ,S,S ,2023,TJX ,CDL,120,12/09/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONS.JPG,SET OF 6 13X18 PLACEMATS WITH BELLY BAND,PLACEMATS,PLACEMATS,LEMONS-700-326,0,0,2.59,A,12/1/2023 00:00:00,MONS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,326, , , ,FG  ,STOCK     ,STOCK
LEMONTS,700,YELLOW,,302  ,S,S ,2023,BUR ,CDL,700,01/01/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONTS.JPG,LEMONTS 60X84 TABLECLOTH,TABLECLOTH,TABLECLOTH,LEMONTS-700-302,3.65,0,2.03,A,,MONT,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,IN/OUT    ,IN/OUT TC
LEMONTS,700,YELLOW,,304  ,S,S ,2023,BUR ,CDL,700,01/01/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMONTS.JPG,LEMONTS 60X104 TABLECLOTH,TABLECLOTH,TABLECLOTH,LEMONTS-700-304,4.25,0,2.45,A,,MONT,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,IN/OUT    ,IN/OUT TC
LEMORCHD,700,YELLOW,,212  ,S,S ,2023,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LEMORCHD.JPG,3PK PRINTED KITCHEN TOWEL MIDDLE POPCORN,KITCHEN,KITCHEN TOWELS,LEMORCHD-700-212,0,0,2.3,A,12/26/2023 00:00:00,MORC,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,212, , , ,FG  ,STOCK     ,STOCK
LETSEAT,441,AQUA,,207  ,S,S ,2022,ROSS,CDL,2400,05/28/2022,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LETSEAT.JPG,LETS EAT 2PK 16X26 KT,KITCHEN,KITCHEN TOWELS,LETSEAT-441-207,0,0,1.53,A,,TSEA,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,,
LFPL,960,MULTI,,206  ,S,S ,2021,TUE ,CDL,1200,06/24/2021,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LFPL.JPG,LEAF PILE 18X28 KT,KITCHEN,KITCHEN TOWELS,LFPL-960-206,0,0,2.02,A,6/29/2021 00:00:00,PL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,,
LFTLVS,020,GREY,,211  ,S,S ,2023,TJX ,CDL,24,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LFTLVS.JPG,LOFT LEAF  2PK 16X19 DISH DRYING MATTS,DRYMAT,DRY MAT,LFTLVS-020-211,0,0,2.29158,A,7/5/2023 00:00:00,TLVS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,STOCK     ,STOCK
LIAM,302,SAGE,,024  ,S,F ,2021,ATH ,CDL,90,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LIAM.JPG,LIAM STRIPE CHENILLE PILLOW,PILLOW,PILLOW,LIAM-302-024,0,0,5.77231,A,3/28/2023 00:00:00,AM,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,024, , , ,FG  ,,
LILITH,020,GREY,,106  ,S,S ,2022,TJX ,CDL,8,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LILITH.JPG,LILITH GREY 72X72 SHOWER CURTAIN,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,LILITH-020-106,0,0,4.03186,A,4/13/2023 00:00:00,LITH,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,STOCK     ,STOCK
LIMA,650,PINK,,110  ,S,F ,2020,ATH ,CDL,12,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LIMA.JPG,LIMA FINGER TIP TOWEL W/TASSEL,FINGER TIP,FINGER TIP TOWELS,LIMA-650-110,0,0,0.94083,A,5/21/2021 00:00:00,MA,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,110, , , ,FG  ,,
LINENLF,541,MAUVE,,120  ,S,S ,2021,ROSS,CDL,1250,05/20/2021,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LINENLF.JPG,LINEN LEAF  70X72 SC W/ HOOKS,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,LINENLF-541-120,0,0,3.5,A,7/7/2021 00:00:00,NENL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,120, , , ,FG  ,,
LINTEXT,413,FRENCHBLUE,,302  ,S,S ,2019,TJX ,CDL,10,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LINTEXT.JPG,LINEN TEXTURE 60/84 TC,60/84,60/84 TABLECLOTH,LINTEXT-413-302,0,0,3.35845,A,2/16/2021 00:00:00,NTEX,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
LIVGAR,960,MULTI,,302  ,S,S ,2023,BUR ,CDL,700,01/01/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LIVGAR.JPG,LIVGAR 60X84 TABLECLOTH,TABLECLOTH,TABLECLOTH,LIVGAR-960-302,3.65,0,2.03,A,,VGAR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,IN/OUT    ,IN/OUT TC
LIVGAR,960,MULTI,,304  ,S,S ,2023,BUR ,CDL,700,01/01/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LIVGAR.JPG,LIVGAR 60X104 TABLECLOTH,TABLECLOTH,TABLECLOTH,LIVGAR-960-304,4.25,0,2.45,A,,VGAR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,IN/OUT    ,IN/OUT TC
LMMRGRT,300,GREEN,,207  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMMRGRT.JPG,LIME MARGARITTA 2PK KITCHEN TOWEL 16X26,KITCHEN,KITCHEN TOWELS,LMMRGRT-300-207,0,0,1.48,A,,MRGR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
LMMRGRT,300,GREEN,,207  ,S,S ,2024,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMMRGRT.JPG,LIME MARGARITTA 2PK KITCHEN TOWEL 16X26,KITCHEN,KITCHEN TOWELS,LMMRGRT-300-207,0,0,1.48,A,,MRGR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
LMNCRK,700,YELLOW,,313  ,S,S ,2023,TJX ,CDL,2000,12/08/2023,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNCRK.JPG,PRINTED 15 ROUND: MDF,PLACEMATS,PLACEMATS,LMNCRK-700-313,0,0,2.28,A,12/20/2023 00:00:00,NCRK,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,313, , , ,FG  ,STOCK     ,STOCK
LMNDRAM,700,YELLOW,,302  ,S,S ,2021,TJX ,CDL,1000,03/14/2024,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNDRAM.JPG,LEMON DREAM 60X84 TC,TABLECLOTH,TABLECLOTH,LMNDRAM-700-302,0,0,3.42,A,11/30/2021 00:00:00,NDRA,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
LMNDRAM,700,YELLOW,,302  ,S,S ,2021,TJX ,CDL,260,04/07/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNDRAM.JPG,LEMON DREAM 60X84 TC,TABLECLOTH,TABLECLOTH,LMNDRAM-700-302,0,0,3.42,A,11/30/2021 00:00:00,NDRA,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
LMNDRAM,700,YELLOW,,304  ,S,S ,2021,TJX ,CDL,800,03/14/2024,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNDRAM.JPG,LEMON DREAM 60X104TC,TABLECLOTH,TABLECLOTH,LMNDRAM-700-304,0,0,4.02,A,11/30/2021 00:00:00,NDRA,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,,
LMNDRAM,700,YELLOW,,308  ,S,S ,2021,TJX ,CDL,600,03/14/2024,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNDRAM.JPG,LEMON DREAM 70RD TC,TABLECLOTH,TABLECLOTH,LMNDRAM-700-308,0,0,3.45,A,11/30/2021 00:00:00,NDRA,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,308, , , ,FG  ,,
LMNDRAM,700,YELLOW,,308  ,S,S ,2021,TJX ,CDL,260,04/07/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNDRAM.JPG,LEMON DREAM 70RD TC,TABLECLOTH,TABLECLOTH,LMNDRAM-700-308,0,0,3.45,A,11/30/2021 00:00:00,NDRA,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,308, , , ,FG  ,,
LMNJC,700,YELLOW,,206  ,S,S ,2021,TJX ,CDL,24,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNJC.JPG,LEMON JUICE 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,LMNJC-700-206,0,0,2.0865,A,4/13/2022 00:00:00,NJC,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,,
LMNLOVE,700,YELLOW,,212  ,S,S ,2024,TJX ,CDL,1500,02/14/2024,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNLOVE.JPG,LEMON LOVE 3PK PRINTED KITCHEN TOWEL MID,KITCHEN,KITCHEN TOWELS,LMNLOVE-700-212,0,0,2.3,A,,NLOV,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,212, , , ,FG  ,COR       ,CORE
LMNSLCS,700,YELLOW,,206  ,S,S ,2023,TJX ,CDL,1668,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSLCS.JPG,LEMON SLICES 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,LMNSLCS-700-206,0,0,1.95418,A,11/1/2023 00:00:00,NSLC,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,STOCK     ,STOCK
LMNSLCS,700,YELLOW,,211  ,S,S ,2024,TJX ,CDL,1836,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSLCS.JPG,LEMIN SLICE 2PK DISH DRYING MATS,DRYMAT,DRY MAT,LMNSLCS-700-211,0,0,2.24953,A,10/16/2023 00:00:00,NSLC,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,STOCK     ,STOCK
LMNSLV,112,WHT/GOLD,,302  ,S,F ,2020,TJX ,CDL,2,12/18/2020,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSLV.JPG,LUMINOUS LOVE  IVORY 60/84  TC,TABLECLOTH,TABLECLOTH,LMNSLV-112-302,0,0,3.55,A,11/29/2022 00:00:00,NSLV,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
LMNSLV,112,WHT/GOLD,,304  ,S,F ,2020,TJX ,CDL,2,12/18/2020,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSLV.JPG,LUMINOUS LOVE  IVORY  60/104 TC,TABLECLOTH,TABLECLOTH,LMNSLV-112-304,0,0,3.98,A,12/7/2021 00:00:00,NSLV,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,,
LMNSLV,112,WHT/GOLD,,308  ,S,F ,2020,TJX ,CDL,1,12/18/2020,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSLV.JPG,LUMINOUS LOVE  IVORY 70 ROUND,TABLECLOTH,TABLECLOTH,LMNSLV-112-308,0,0,3.65,A,11/29/2022 00:00:00,NSLV,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,308, , , ,FG  ,,
LMNSLV,612,RED/GOLD,,313  ,S,F ,2020,TJX ,CDL,3,12/18/2020,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSLV.JPG,LUMINOUS LOVE RED S/4 PLACEMATS,PLACEMATS,PLACEMATS,LMNSLV-612-313,0,0,3.03,A,12/17/2020 00:00:00,NSLV,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,313, , , ,FG  ,,
LMNSQR,700,YELLOW,,302  ,S,S ,2023,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQR.JPG,LMNSQR 60/84 TABLECLOTH,TABLECLOTH,TABLECLOTH,LMNSQR-700-302,0,0,2.43,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,COR       ,CORE
LMNSQR,700,YELLOW,,302  ,S,S ,2023,ROSS,CDL,0,01/15/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQR.JPG,LMNSQR 60/84 TABLECLOTH,TABLECLOTH,TABLECLOTH,LMNSQR-700-302,0,0,2.43,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,COR       ,CORE
LMNSQR,700,YELLOW,,304  ,S,S ,2023,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQR.JPG,LMNSQR 60/104 TABLECLOTH,TABLECLOTH,TABLECLOTH,LMNSQR-700-304,0,0,2.84,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,COR       ,CORE
LMNSQR,700,YELLOW,,304  ,S,S ,2023,ROSS,CDL,0,01/15/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQR.JPG,LMNSQR 60/104 TABLECLOTH,TABLECLOTH,TABLECLOTH,LMNSQR-700-304,0,0,2.84,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,COR       ,CORE
LMNSQR,700,YELLOW,,306  ,S,S ,2023,ROSS,CDL,-800,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQR.JPG,LMNSQR 60/120 TABLECLOTH,TABLECLOTH,TABLECLOTH,LMNSQR-700-306,0,0,0,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,306, , , ,FG  ,COR       ,CORE
LMNSQRS,700,YELLOW,,202  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQRS.JPG,LMNSQRS-700-202 S2 PRINTED OVEN MITT,OVEN MITTS,OVEN MITTS,LMNSQRS-700-202,0,0,2.15,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,COR       ,CORE
LMNSQRS,700,YELLOW,,202  ,S,S ,2024,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQRS.JPG,LMNSQRS-700-202 S2 PRINTED OVEN MITT,OVEN MITTS,OVEN MITTS,LMNSQRS-700-202,0,0,2.15,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,COR       ,CORE
LMNSQRS,700,YELLOW,,207  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQRS.JPG,LEMON SQUARES 2PK KITCHEN TOWEL 16X26,KITCHEN,KITCHEN TOWELS,LMNSQRS-700-207,0,0,1.48,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
LMNSQRS,700,YELLOW,,207  ,S,S ,2024,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQRS.JPG,LEMON SQUARES 2PK KITCHEN TOWEL 16X26,KITCHEN,KITCHEN TOWELS,LMNSQRS-700-207,0,0,1.48,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
LMNSQRS,700,YELLOW,,210  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQRS.JPG,LMNSQRS-700-210 S2 PRINTED SILICONE MINI,OVEN MITTS,OVEN MITTS,LMNSQRS-700-210,0,0,1.76,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,COR       ,CORE
LMNSQRS,700,YELLOW,,210  ,S,S ,2024,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQRS.JPG,LMNSQRS-700-210 S2 PRINTED SILICONE MINI,OVEN MITTS,OVEN MITTS,LMNSQRS-700-210,0,0,1.76,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,COR       ,CORE
LMNSQRS,700,YELLOW,,211  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQRS.JPG,LMNSQRS-700-211 S2 PRINTED DISH DRYING M,DRYMAT,DRY MAT,LMNSQRS-700-211,0,0,1.79,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,COR       ,CORE
LMNSQRS,700,YELLOW,,211  ,S,S ,2024,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNSQRS.JPG,LMNSQRS-700-211 S2 PRINTED DISH DRYING M,DRYMAT,DRY MAT,LMNSQRS-700-211,0,0,1.79,A,,NSQR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,COR       ,CORE
LMNTME,700,YELLOW,,206  ,S,S ,2022,TJX ,CDL,1840,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNTME.JPG,LEMON TIME 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,LMNTME-700-206,0,0,1.97251,A,12/20/2023 00:00:00,NTME,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,STOCK     ,STOCK
LMNTME,700,YELLOW,,206  ,S,S ,2022,TJX ,CDL,1704,01/02/2024,AZ ,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNTME.JPG,LEMON TIME 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,LMNTME-700-206,0,0,1.97251,A,12/20/2023 00:00:00,NTME,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,STOCK     ,STOCK
LMNTME,700,YELLOW,,210  ,S,S ,2023,TJX ,CDL,-160,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNTME.JPG,LMNTME-700-210 PRINTED MINI OVEN MITTENS,OVEN MITTS,OVEN MITTS,LMNTME-700-210,0,0,1.76,A,12/23/2023 00:00:00,NTME,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,COR       ,CORE
LMNTME,700,YELLOW,,210  ,S,S ,2023,TJX ,CDL,1632,01/02/2024,AZ ,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNTME.JPG,LMNTME-700-210 PRINTED MINI OVEN MITTENS,OVEN MITTS,OVEN MITTS,LMNTME-700-210,0,0,1.76,A,12/23/2023 00:00:00,NTME,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,COR       ,CORE
LMNTME,700,YELLOW,,211  ,S,S ,2023,TJX ,CDL,1824,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNTME.JPG,LEMON TIME 2PK 16X19 DISH DRYING MATTS,DRYMAT,DRY MAT,LMNTME-700-211,0,0,2.22365,A,8/3/2023 00:00:00,NTME,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,STOCK     ,STOCK
LMNTME,700,YELLOW,,211  ,S,S ,2023,TJX ,CDL,1824,01/02/2024,AZ ,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\LMNTME.JPG,LEMON TIME 2PK 16X19 DISH DRYING MATTS,DRYMAT,DRY MAT,LMNTME-700-211,0,0,2.22365,A,8/3/2023 00:00:00,NTME,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,STOCK     ,STOCK
