item_num,ele1,description,fabrication_id,item_size,inventory_type,season,season_yr,prod_line,sbu_id,ats,avail_date,warehouse_id,inv_status,cc_sort,company,item_image,item_description_long,commodity,commodity_description,item_num_display,wholesale,msrp,landed_cost,compute_0025,latest_receipt_date,body_number,image_file_path,ele2,ele3,ele4,ele5,item_class,collection_group_code,description
CECILY,502,LILAC,,302  ,S,S ,2020,TJX ,CDL,0,01/13/2024,POE,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CECILY.JPG,CECILY 60/84 TABLECLOTH,TABLECLOTH,TABLECLOTH,CECILY-502-302,0,0,3.51,A,1/4/2023 00:00:00,CILY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,STOCK     ,STOCK
CECILY,502,LILAC,,302  ,S,S ,2020,TJX ,CDL,260,12/28/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CECILY.JPG,CECILY 60/84 TABLECLOTH,TABLECLOTH,TABLECLOTH,CECILY-502-302,0,0,3.51,A,1/4/2023 00:00:00,CILY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,STOCK     ,STOCK
CECILY,502,LILAC,,304  ,S,S ,2020,TJX ,CDL,0,,POE,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CECILY.JPG,CECILY 60/104 TABLECLOTH,TABLECLOTH,TABLECLOTH,CECILY-502-304,0,0,4.05,A,1/4/2023 00:00:00,CILY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,STOCK     ,STOCK
CECILY,502,LILAC,,304  ,S,S ,2020,TJX ,CDL,0,01/13/2024,POE,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CECILY.JPG,CECILY 60/104 TABLECLOTH,TABLECLOTH,TABLECLOTH,CECILY-502-304,0,0,4.05,A,1/4/2023 00:00:00,CILY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,STOCK     ,STOCK
CECILY,502,LILAC,,304  ,S,S ,2020,TJX ,CDL,130,12/28/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CECILY.JPG,CECILY 60/104 TABLECLOTH,TABLECLOTH,TABLECLOTH,CECILY-502-304,0,0,4.05,A,1/4/2023 00:00:00,CILY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,STOCK     ,STOCK
CECILY,502,LILAC,,308  ,S,S ,2020,TJX ,CDL,0,,POE,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CECILY.JPG,CECILY 70 ROUND,TABLECLOTH,TABLECLOTH,CECILY-502-308,0,0,3.52,A,1/4/2023 00:00:00,CILY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,308, , , ,FG  ,STOCK     ,STOCK
CECILY,502,LILAC,,308  ,S,S ,2020,TJX ,CDL,0,01/13/2024,POE,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CECILY.JPG,CECILY 70 ROUND,TABLECLOTH,TABLECLOTH,CECILY-502-308,0,0,3.52,A,1/4/2023 00:00:00,CILY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,308, , , ,FG  ,STOCK     ,STOCK
CECILY,502,LILAC,,308  ,S,S ,2020,TJX ,CDL,130,12/28/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CECILY.JPG,CECILY 70 ROUND,TABLECLOTH,TABLECLOTH,CECILY-502-308,0,0,3.52,A,1/4/2023 00:00:00,CILY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,308, , , ,FG  ,STOCK     ,STOCK
CELESTE,252,NEUTRAL,,408  ,S,S ,2020,ATH ,CDL,24,01/21/2020,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CELESTE.JPG,CELESTE CLIP LINEN 52X63,WINDOW,WINDOW PANEL,CELESTE-252-408,0,0,3.96,A,10/16/2020 00:00:00,LEST,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,408, , , ,FG  ,ZERO OUT  ,ZERO OUT
CELIA,001,BLACK,,206  ,S,S ,2023,TJX ,CDL,52,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CELIA.JPG,CELIA TILE  2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,CELIA-001-206,0,0,1.94207,A,8/4/2023 00:00:00,LIA,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,STOCK     ,STOCK
CFEGRND,001,BLACK,,207  ,S,S ,2023,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CFEGRND.JPG,COFFEE GRIND 2PK KITCHEN TOWEL,KITCHEN,KITCHEN TOWELS,CFEGRND-001-207,0,0,1.48,A,,EGRN,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
CFEGRND,001,BLACK,,207  ,S,S ,2023,ROSS,CDL,0,01/08/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CFEGRND.JPG,COFFEE GRIND 2PK KITCHEN TOWEL,KITCHEN,KITCHEN TOWELS,CFEGRND-001-207,0,0,1.48,A,,EGRN,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
CFEGRND,001,BLACK,,207  ,S,S ,2023,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CFEGRND.JPG,COFFEE GRIND 2PK KITCHEN TOWEL,KITCHEN,KITCHEN TOWELS,CFEGRND-001-207,0,0,1.48,A,,EGRN,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
CFFBN,200,BROWN,,207  ,S,S ,2022,ROSS,CDL,2400,05/28/2022,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CFFBN.JPG,COFFEE BEAN 2PK 16X26 KT,KITCHEN,KITCHEN TOWELS,CFFBN-200-207,0,0,1.53,A,,FBN,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,,
CFFNEED,001,BLACK,,207  ,S,S ,2022,ROSS,CDL,2760,03/26/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CFFNEED.JPG,COFFEE NEEDS 2PK 16X26 KT,KITCHEN,KITCHEN TOWELS,CFFNEED-001-207,0,0,1.48,A,5/22/2023 00:00:00,FNEE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,,
CHANNEL,010,CHARCOAL,,004  ,S,S ,2020,ATH ,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 66X86 REVERSIBLE QUILT,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-010-004,0,0,5.94,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,010,CHARCOAL,,004  ,S,S ,2020,ATH ,CDL,0,06/21/2020,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 66X86 REVERSIBLE QUILT,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-010-004,0,0,5.94,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,010,CHARCOAL,,004  ,S,S ,2020,ATH ,CDL,126,10/19/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 66X86 REVERSIBLE QUILT,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-010-004,0,0,5.94,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,010,CHARCOAL,,004  ,S,S ,2020,ATH ,CDL,864,12/14/2020,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 66X86 REVERSIBLE QUILT,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-010-004,0,0,5.94,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,010,CHARCOAL,,060  ,S,S ,2020,ATH ,CDL,12,06/21/2020,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 88X88 REVERSIBLE COMFORTER,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-010-060,0,0,7.34,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,060, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,010,CHARCOAL,,060  ,S,S ,2020,ATH ,CDL,320,12/14/2020,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 88X88 REVERSIBLE COMFORTER,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-010-060,0,0,7.34,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,060, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,460,TEAL,,060  ,S,F ,2020,ATH ,CDL,360,12/24/2020,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,FULL/QUEEN REVESIBLE CHANNEL QUILT,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-460-060,,,7.47,A,7/5/2021 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,060, , , ,FG  ,ZERO OUT  ,ZERO OUT
CHANNEL,500,PURPLE,,004  ,S,F ,2020,ATH ,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,REVERISBLE QUILT PURPLE TWIN,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-500-004,0,0,5.97,A,12/8/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,500,PURPLE,,004  ,S,F ,2020,ATH ,CDL,0,10/19/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,REVERISBLE QUILT PURPLE TWIN,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-500-004,0,0,5.97,A,12/8/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,500,PURPLE,,060  ,S,F ,2020,ATH ,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,REVERISBLE QUILT PURPLE FULL,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-500-060,0,0,7.47,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,060, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,500,PURPLE,,060  ,S,F ,2020,ATH ,CDL,0,10/19/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,REVERISBLE QUILT PURPLE FULL,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-500-060,0,0,7.47,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,060, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,650,PINK,,004  ,S,S ,2020,ATH ,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 66X86 REVERSIBLE QUILT,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-650-004,0,0,5.97,A,12/8/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,650,PINK,,004  ,S,S ,2020,ATH ,CDL,0,06/21/2020,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 66X86 REVERSIBLE QUILT,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-650-004,0,0,5.97,A,12/8/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,650,PINK,,004  ,S,S ,2020,ATH ,CDL,188,10/19/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 66X86 REVERSIBLE QUILT,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-650-004,0,0,5.97,A,12/8/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,650,PINK,,004  ,S,S ,2020,ATH ,CDL,100,12/14/2020,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 66X86 REVERSIBLE QUILT,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-650-004,0,0,5.97,A,12/8/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,004, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,650,PINK,,060  ,S,S ,2020,ATH ,CDL,72,06/21/2020,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 88X88 REVERSIBLE COMFORTER,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-650-060,0,0,7.33,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,060, , , ,FG  ,TDYBED    ,TDY BEDDING
CHANNEL,650,PINK,,060  ,S,S ,2020,ATH ,CDL,404,12/14/2020,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHANNEL.JPG,1PC 88X88 REVERSIBLE COMFORTER,BEDDING,COMFORTER SET - ALL SIZES,CHANNEL-650-060,0,0,7.33,A,3/10/2023 00:00:00,ANNE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,060, , , ,FG  ,TDYBED    ,TDY BEDDING
CHAST,960,MULTI,,206  ,S,S ,2022,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHAST.JPG,CHEESE ASSORTMENT 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,CHAST-960-206,0,0,1.94549,A,11/6/2023 00:00:00,AST,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,STOCK     ,STOCK
CHAST,960,MULTI,,211  ,S,S ,2023,TJX ,CDL,1668,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHAST.JPG,2PK 16X19 DISH DRYING MATS,DRYMAT,DRY MAT,CHAST-960-211,0,0,2.22948,A,11/6/2023 00:00:00,AST,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,STOCK     ,STOCK
CHAST,960,MULTI,,211  ,S,S ,2023,TJX ,CDL,132,10/25/2023,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHAST.JPG,2PK 16X19 DISH DRYING MATS,DRYMAT,DRY MAT,CHAST-960-211,0,0,2.22948,A,11/6/2023 00:00:00,AST,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,STOCK     ,STOCK
CHECKERS,248,LINEN,,106  ,S,S ,2024,TJX ,CDL,1045,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHECKERS.JPG,CHECKERS 72X72 SHOWER CURTAIN,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,CHECKERS-248-106,,,3.14,A,12/15/2023 00:00:00,ECKE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,COR       ,CORE
CHEVRON,700,YELLOW,,113  ,S,S ,2020,BBB ,CDL,48,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHEVRON.JPG,CHEVRON YELLOW/GREY 54X78,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,CHEVRON-700-113,0,0,5.75626,A,4/9/2020 00:00:00,EVRO,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,113, , , ,FG  ,DISC      ,DISCONTINUED
CHEVRON,700,YELLOW,,115  ,S,S ,2020,BBB ,CDL,54,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHEVRON.JPG,CHEVRON YELLOW/GREY 72X96,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,CHEVRON-700-115,0,0,6.8831,A,4/9/2020 00:00:00,EVRO,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,115, , , ,FG  ,DISC      ,DISCONTINUED
CHLLMRGRT,300,GREEN,,207  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHLLMRGRT.JPG,CHILLED MARGARITA 2PK KITCHEN TOWEL 16X2,KITCHEN,KITCHEN TOWELS,CHLLMRGRT-300-207,0,0,1.48,A,,LLMR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
CHLLMRGRT,300,GREEN,,207  ,S,S ,2024,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHLLMRGRT.JPG,CHILLED MARGARITA 2PK KITCHEN TOWEL 16X2,KITCHEN,KITCHEN TOWELS,CHLLMRGRT-300-207,0,0,1.48,A,,LLMR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
CHMCHE,600,RED,,206  ,S,S ,2024,BEA ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHMCHE.JPG,CAMBRIA CHERRIES 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,CHMCHE-600-206,0,0,1.58,A,,MCHE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,COR       ,CORE
CHMCHE,600,RED,,206  ,S,S ,2024,BEA ,CDL,0,01/17/2024,AZ ,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHMCHE.JPG,CAMBRIA CHERRIES 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,CHMCHE-600-206,0,0,1.58,A,,MCHE,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,COR       ,CORE
CHPRCHRYBLSS,601,CHERRY,,207  ,S,S ,2023,ROSS,CDL,-480,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHPRCHRYBLSS.JPG,CHPRCHRYBLSS 2PK KITCHEN TOWEL,KITCHEN,KITCHEN TOWELS,CHPRCHRYBLSS-601-207,0,0,1.46,A,12/26/2023 00:00:00,PRCH,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,,
CHRLCHK,021,LT GRAY,,030  ,S,F ,2022,ATH ,CDL,28,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRLCHK.JPG,CHARLIE CHECK PILLOW - MOONSTRUCK,PILLOW,PILLOW,CHRLCHK-021-030,0,0,3.55982,A,3/30/2023 00:00:00,RLCH,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,030, , , ,FG  ,CLOSEOUT  ,CLOSEOUT
CHRLCHK,300,GREEN,,030  ,S,F ,2021,ATH ,CDL,28,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRLCHK.JPG,CHARLIE CHECK WOVEN PILLOW,PILLOW,PILLOW,CHRLCHK-300-030,0,0,3.55982,A,3/30/2023 00:00:00,RLCH,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,030, , , ,FG  ,CLOSEOUT  ,CLOSEOUT
CHRLTBLMS,061,GREY/BLUE,,106  ,S,S ,2023,TJX ,CDL,18,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRLTBLMS.JPG,CHARLOTTE BLOOMS  72X72 SC,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,CHRLTBLMS-061-106,0,0,3.92469,A,7/28/2023 00:00:00,RLTB,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,,
CHRMNGBLM,960,MULTI,,206  ,S,S ,2024,TJX ,CDL,768,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRMNGBLM.JPG,CHARMING BLOOMS 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,CHRMNGBLM-960-206,0,0,1.95418,A,11/1/2023 00:00:00,RMNG,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,STOCK     ,STOCK
CHRMNGBLM,960,MULTI,,211  ,S,S ,2024,TJX ,CDL,1812,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRMNGBLM.JPG,CHARMING BLOOMS 2PK DISH DRYING MATS,DRYMAT,DRY MAT,CHRMNGBLM-960-211,0,0,2.24864,A,10/16/2023 00:00:00,RMNG,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,STOCK     ,STOCK
CHRMNGBLSM,400,BLUE,,106  ,S,S ,2023,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRMNGBLSM.JPG,CHARMING BLOSSOMS 72X72 SHOWER CURTAIN,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,CHRMNGBLSM-400-106,0,0,3.14,A,,RMNG,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,COR       ,CORE
CHRMNGBLSM,400,BLUE,,106  ,S,S ,2023,TJX ,CDL,19,01/04/2024,AZ ,ETA,2,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRMNGBLSM.JPG,CHARMING BLOSSOMS 72X72 SHOWER CURTAIN,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,CHRMNGBLSM-400-106,0,0,3.14,A,,RMNG,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,COR       ,CORE
CHRRS,600,RED,,071  ,S,F ,2021,ATH ,CDL,1800,06/01/2022,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRRS.JPG,3D CHERRIES SHAPED PILLOW,PILLOW,PILLOW,CHRRS-600-071,0,0,3.3,A,,RRS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,071, , , ,FG  ,CLOSEOUT  ,CLOSEOUT
CHRYJUC,600,RED,,207  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRYJUC.JPG,CHERRY JUICE 2PK KITCHEN TOWEL 16X26,KITCHEN,KITCHEN TOWELS,CHRYJUC-600-207,0,0,1.48,A,,RYJU,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
CHRYJUC,600,RED,,207  ,S,S ,2024,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRYJUC.JPG,CHERRY JUICE 2PK KITCHEN TOWEL 16X26,KITCHEN,KITCHEN TOWELS,CHRYJUC-600-207,0,0,1.48,A,,RYJU,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,207, , , ,FG  ,COR       ,CORE
CHRYJUC,600,RED,,210  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRYJUC.JPG,CHRYJUC-600-210 S2 PRINTED SILICONE MINI,OVEN MITTS,OVEN MITTS,CHRYJUC-600-210,0,0,1.76,A,,RYJU,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,COR       ,CORE
CHRYJUC,600,RED,,210  ,S,S ,2024,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRYJUC.JPG,CHRYJUC-600-210 S2 PRINTED SILICONE MINI,OVEN MITTS,OVEN MITTS,CHRYJUC-600-210,0,0,1.76,A,,RYJU,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,COR       ,CORE
CHRYJUC,600,RED,,211  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRYJUC.JPG,CHRYJUC-600-211 S2 PRINTED DISH DRYING M,DRYMAT,DRY MAT,CHRYJUC-600-211,0,0,1.79,A,,RYJU,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,COR       ,CORE
CHRYJUC,600,RED,,211  ,S,S ,2024,ROSS,CDL,0,01/30/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHRYJUC.JPG,CHRYJUC-600-211 S2 PRINTED DISH DRYING M,DRYMAT,DRY MAT,CHRYJUC-600-211,0,0,1.79,A,,RYJU,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,COR       ,CORE
CHVCK,710,GOLD,,106  ,S,F ,2021,ATH ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHVCK.JPG,CHEVRON CHECK WOVEN SHOWER CURTAIN,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,CHVCK-710-106,0,0,6.15251,A,9/13/2022 00:00:00,VCK,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,TYP       ,TY PENNINGTON
CHVRN,100,WHITE,,106  ,S,S ,2024,ROSS,CDL,1600,03/19/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHVRN.JPG,CHEVRON 72X72 SC WITH OUT HOOK,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,CHVRN-100-106,0,0,3.1,A,,VRN,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,COR       ,CORE
CHVRNPLMTRS,001,BLACK,,106  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\CHVRNPLMTRS.JPG,CHEVRON PALM TREES 72X72 SHOWER CURTAIN,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,CHVRNPLMTRS-001-106,0,0,1.75,A,,VRNP,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,COR       ,CORE
